mii_name,body_height,body_weight,gender,eye_type,eye_color,eye_size,eye_rotation,eye_horizontal,eye_vertical,eyebrow_type,eyebrow_color,nose_type,nose_size,mouth_type,mouth_color,hair_type,hair_color,face_type,face_color,mole_enable,mole_horizontal,mole_vertical,mole_size,glasses_type,favorite_color,dataset
桵堰䐰䈰䵺畭䅁橁㥭䴫,71,77,1,14,5,6,12,10,12,23,3,21,11,15,5,122,3,11,3,1,2,30,2,1,10,nnid
捶伴杒敱嘴䕯䅷噁婂䅔,71,69,1,1,5,0,1,10,0,1,2,1,10,1,5,81,1,0,2,1,10,13,3,1,12,nnid
㝌側⭳㝧癅啫䅷䅁䉆䅎,71,107,1,51,4,0,4,10,19,1,2,6,10,1,5,81,1,0,2,0,10,18,2,1,12,nnid
㑡穭祮椷內⬯䅧扁㕭䅋,72,85,1,48,4,0,7,10,21,1,2,1,10,1,5,119,2,0,2,0,10,16,4,1,11,nnid
歊㕌慴䡶坵⽘䅁䅁剒䅕,71,69,1,48,5,0,1,10,0,1,2,6,10,1,5,65,2,0,2,0,10,21,3,1,12,nnid
䑨卬睩睑牕啊䅁剁䱫䵳,75,81,1,1,5,0,1,10,0,1,2,1,10,1,5,122,1,11,3,1,10,21,2,1,11,nnid
䨸祏椷扵䍯㈹䅁獁㈱䵋,70,56,1,1,5,0,11,10,25,23,3,5,11,1,5,65,1,11,3,1,17,19,8,2,10,nnid
煅䭢卺䱶捅潚䅑䱁乫䅫,71,56,0,46,5,0,1,10,0,1,2,1,10,1,5,81,2,0,2,1,10,21,2,1,11,nnid
塌偒穉㙎㙐⽰䅑捁䙫䅴,71,107,1,1,5,0,7,2,28,1,2,6,2,39,5,81,1,0,2,0,11,14,7,6,11,nnid
浪剺呡㑁⽥穔䅁祁乫䅋,69,85,0,22,5,0,6,10,6,1,2,1,10,1,5,119,2,0,2,0,2,14,4,1,11,nnid
慇煘呋㑁瑡䉔䅧䅁桗䅴,71,69,1,48,5,0,1,10,0,1,2,1,10,1,5,81,2,0,2,0,2,28,4,1,11,nnid
硯䙡睩睑睤䕳䅁祁框䵦,69,56,0,1,5,0,5,2,28,23,3,1,10,1,5,106,1,11,3,1,18,19,2,1,10,nnid
摩低佸嘯癢捵䅁㕁婅䅱,71,56,1,44,5,0,8,10,0,1,2,1,10,1,5,119,2,0,2,0,2,27,1,1,12,nnid
䍐癡杸敱䜲吱䅧䅁䉅䵌,69,103,0,1,5,0,1,10,0,1,2,1,10,1,5,122,1,11,3,1,18,16,2,1,10,nnid
畋硡敐南浆㠷䅁煁㤱䅺,72,81,1,53,5,0,7,10,25,1,2,9,11,8,5,81,2,0,2,1,10,18,3,0,12,nnid
㍊呶䡕橳浭佯䅧䅁硇䅎,72,107,1,49,4,0,7,10,23,1,2,17,9,1,5,119,2,0,2,0,2,14,4,1,12,nnid
䑬䉊卄䱶䥅晎䅧歁乫䅩,71,69,1,58,5,0,1,10,0,1,2,1,10,1,5,119,2,0,2,0,18,16,4,1,11,nnid
儸慮䉩牗䕺䙴䅁䅁楇䵲,76,111,1,15,5,0,5,10,2,1,2,6,10,1,5,65,2,11,3,0,2,13,3,1,12,nnid
敲㑶楆漹䴯噮䅷潁坬䴯,77,119,0,42,5,6,16,10,6,23,3,24,9,14,5,106,3,11,3,0,10,14,4,1,10,nnid
杨橵光倸㝄䙫䅷㉁噆䅃,72,85,1,41,5,0,8,10,21,1,2,6,10,1,5,103,2,0,2,1,18,22,2,1,12,nnid
氵癹睃睑煙䕩䅁䩁卆䵇,71,111,1,56,4,6,1,10,0,1,2,1,10,1,5,122,4,11,3,1,10,16,0,1,10,nnid
䉢湴䑅楓捯浕䅁䍁䙅䅅,71,69,1,58,5,0,7,2,28,1,2,1,10,1,5,103,2,0,2,1,2,25,3,1,11,nnid
塢搱扚刳䭈䥅䅑䍁灗䅎,71,107,1,58,5,0,8,10,21,1,2,6,10,1,5,119,2,0,2,0,26,24,3,1,12,nnid
獙慁眹塺坮㙧䅧瑁噬䅆,72,81,1,44,5,0,7,10,10,1,2,20,9,1,5,65,2,0,2,1,18,16,2,1,12,nnid
㝅漵兡稴㑇呖䅷硁䩫䅱,72,85,0,53,5,0,8,10,0,1,2,9,11,7,5,81,2,0,2,1,18,18,3,1,11,nnid
氯䕔卭砱䍱⭢䅁䅁䉅䅮,71,85,1,48,4,0,7,10,21,1,2,1,10,1,5,103,2,0,2,1,18,16,2,1,11,nnid
晡䅌硬䡓汮㜷䅧剁䬰䵇,69,89,1,1,5,0,1,10,0,1,2,1,10,1,5,65,1,11,3,1,10,16,2,1,11,nnid
䕨儵睩睑㡡偋䅁煁欱䅵,80,115,1,49,5,0,9,10,23,23,3,17,11,12,5,65,1,11,3,1,26,24,3,5,10,nnid
䱳朵杨敱剸ㄷ䅑⭁扅䵂,79,77,1,56,4,6,1,10,0,1,2,6,10,1,5,84,4,11,3,0,26,24,3,1,12,nnid
步睪ぇ樯⽇慅䅁祁㕭䅏,71,69,1,44,5,0,1,10,0,1,2,6,10,1,5,65,2,0,2,1,18,21,2,1,12,nnid
㕔䨸䐰楓煨奲䅧啁䙇䵖,69,81,0,8,5,6,16,10,27,23,3,14,11,6,5,122,3,11,3,0,10,14,4,11,11,nnid
㕳桘睓睑奕佘䅑䍁汫䵋,71,52,0,1,5,0,7,10,2,1,2,15,9,1,5,68,1,11,3,1,2,28,2,2,10,nnid
汹䑄獵払畩㥨䅑䅁剕䵅,71,111,1,40,5,6,9,10,6,23,3,1,10,1,5,106,2,11,3,1,10,16,0,1,12,nnid
卢䄶吶㑁乢䕴䅧䵁㥗䅋,72,85,1,44,5,0,1,10,0,1,2,1,10,1,5,65,2,0,2,0,10,20,2,1,10,nnid
䠲䅫偌牢㜯㉩䅷㡁楗䵃,72,85,1,50,5,6,15,2,24,23,3,1,10,1,5,106,3,11,3,1,10,16,2,1,12,nnid
坧䥂佐正灸流䅷䅁硅䵦,73,107,1,5,5,6,5,10,23,23,3,1,10,1,5,84,2,11,3,0,18,20,3,1,12,nnid
吸㑖䅂睳摧㙳䅁十ㄱ䵋,69,115,1,22,5,6,10,10,6,23,3,6,10,1,5,106,2,11,3,1,18,16,3,1,12,nnid
獋䔶積娷楘乌䅑奁捬䅯,76,65,0,55,5,0,3,10,21,1,2,1,10,1,5,65,3,0,2,0,18,19,3,1,11,nnid
砵硲砹㙯䜰别䅷楁㤲䅺,71,69,0,48,5,0,7,10,2,1,2,1,10,7,1,81,2,0,2,0,2,14,4,10,11,nnid
㔱潲硥硨䥷噎䅧䕁㔱䅺,71,103,1,48,5,0,7,10,27,1,2,1,10,1,5,81,2,0,2,1,18,16,2,1,12,nnid
祷癚杒敱洲乐䅑汁㥆䵋,73,119,1,11,5,6,9,10,23,23,3,26,10,9,5,106,2,11,3,0,11,16,7,1,10,nnid
湨䡎䅏晍䄳但䅑䅁硇䅓,69,56,0,10,5,0,5,10,10,1,2,1,10,1,5,65,2,0,2,0,10,14,4,1,10,nnid
㑓汤㑅匷㥕䩭䅧䅁剂䅱,71,56,1,52,5,0,7,10,4,1,2,21,9,1,5,103,1,0,2,1,10,18,3,1,12,nnid
商午楌扵却敲䅷坁佗䵍,73,73,1,1,5,0,1,10,0,1,2,1,10,1,5,122,1,11,3,0,10,17,3,1,11,nnid
灳慦刷楢䑒䉏䅷䅁框䅱,71,56,1,47,5,0,3,10,0,1,2,18,11,4,5,119,2,0,2,0,10,14,4,1,12,nnid
䅔䥍䭨畦楋慗䅷䅁硇䅷,71,85,1,44,5,0,1,10,0,1,2,6,10,1,5,65,2,0,2,1,18,16,2,1,12,nnid
婃此摸な眸灤䅑㥁㥇䅘,71,69,1,50,5,0,7,10,10,1,2,1,10,1,5,65,2,0,2,1,18,18,3,1,12,nnid
⬷礷眴㑙㍵商䅑捁硆䅄,71,69,1,51,5,0,7,2,28,1,2,1,10,1,5,103,2,0,2,0,2,14,4,1,12,nnid
䱎橊硴㠳㡇ㅥ䅁䅁䉇䅌,71,107,1,48,4,0,7,2,28,1,2,1,10,1,5,65,2,0,2,1,18,16,2,1,12,nnid
㜷㕉穰乭㙥湩䅧㙁睕䩆,109,77,1,52,5,0,7,10,21,1,2,19,11,7,5,81,2,0,2,1,10,18,3,1,10,nnid
啎畺稸娷䍦剡䅧䕁䩬䅓,71,107,1,47,5,0,8,10,8,1,2,20,10,7,5,119,2,0,2,1,18,16,2,12,11,nnid
呢㡢積娷乔来䅑䉁摬䄶,71,56,1,44,5,0,1,10,0,1,2,1,10,1,5,103,2,0,2,0,18,17,3,1,11,nnid
呸朵䜶浥匶䭨䅁䅁框䅎,71,69,1,48,4,0,7,10,19,1,2,19,9,1,5,65,2,0,2,0,26,28,1,1,12,nnid
塸爵䑫䈰欲却䅧慁乫䅊,72,77,1,48,5,0,7,10,2,1,2,1,10,1,5,81,2,0,2,1,10,14,1,1,11,nnid
临啺杨敱䜳塏䅁䵁䙬䅍,71,85,0,53,5,0,1,10,0,1,2,1,10,1,5,119,2,0,2,0,26,28,3,1,10,nnid
⽚䨹ㅲ昱坑楂䅷䅁䉆䅅,72,107,1,40,5,0,7,2,26,1,2,6,10,1,5,65,2,0,2,1,18,16,2,1,12,nnid
婄扚䅢慷噍硉䅧汁婆䄵,71,69,1,46,5,0,7,10,10,1,2,16,11,8,5,103,2,0,2,1,18,16,2,1,12,nnid
㡗畍稵乭㍗䝵䅁䅁䉕䵳,65,65,0,1,5,0,1,10,0,1,2,1,10,1,5,65,1,0,2,1,18,16,2,1,10,nnid
圯硭丹眹㕱㍨䅁㉁硇䵃,69,111,1,20,5,6,1,10,0,1,2,6,10,1,5,122,3,11,3,0,2,26,1,1,12,nnid
㉥敍祍䅥佐硭䅧獁串䄵,72,85,1,49,4,0,7,10,10,1,2,1,10,8,5,103,2,0,2,0,2,14,4,1,10,nnid
噴湐穉㙎㉐㔱䅷歁㥕䵃,72,56,1,20,5,6,1,10,0,1,2,8,11,3,5,68,3,11,3,1,2,12,1,8,10,nnid
㑰慺硄敋㝷䝵䅷䝁摆䅄,69,69,1,17,5,0,6,10,10,1,2,4,10,5,5,81,2,0,2,1,2,28,3,5,12,nnid
歔噥吶㑁噗獣䅷䑁瑖䴷,70,56,1,1,5,0,1,10,0,1,2,1,10,1,5,106,1,11,3,1,26,29,2,1,10,nnid
睧䡣牸⽴灮浸䅷䱁䙅䅩,71,56,1,50,5,0,7,10,27,1,2,1,10,1,5,119,2,0,2,1,18,16,2,1,12,nnid
硤洲吶㑁ㅤ㝄䅷楁乇䅂,71,119,0,52,4,0,1,10,0,1,2,1,10,1,5,81,2,0,2,0,26,24,4,1,10,nnid
樴⼵穰乭敤䅦䅧䱁剭䅅,69,85,0,21,5,0,5,10,2,1,2,1,10,1,5,65,2,0,2,1,10,16,0,1,10,nnid
㤴㜯稵乭㙤㍬䅑敁桖䵨,73,77,1,53,5,6,9,10,23,23,3,18,2,3,5,122,2,11,3,1,26,29,2,1,10,nnid
ㅣ剑楬漹丯㡎䅧䩁䍆䴳,80,77,1,1,5,0,1,10,0,1,2,1,10,1,5,65,1,11,3,1,18,16,2,1,10,nnid
䤵䭘楌扵捧杣䅑䱁䉅䅐,72,81,1,50,5,0,8,10,10,1,2,13,11,7,5,81,2,0,2,1,18,16,2,5,10,nnid
楦乆偸睁硓煪䅧䍁乧䵧,69,81,1,1,5,0,5,10,2,1,2,6,10,1,5,84,1,11,3,1,2,12,1,1,12,nnid
㈳圷協䱶摐㝧䅑㥁扆䵂,75,99,1,47,4,6,16,10,27,23,3,1,10,1,5,84,3,11,3,1,18,16,2,1,10,nnid
㍊㙴穳娷灔套䅑㝁䭇䵅,72,52,0,1,5,0,1,10,0,1,2,1,10,1,5,68,1,11,3,0,10,14,4,1,11,nnid
㑳楨睃睑䑤䭺䅁䍁丱䅆,71,119,1,48,5,0,7,10,10,1,2,16,11,7,5,65,2,0,2,1,2,13,0,11,10,nnid
㥋ぢ硐㙙硰焹䅧䭁㥃䅶,72,99,1,53,5,0,1,10,0,1,2,1,10,1,5,81,2,0,2,1,10,16,0,1,12,nnid
煊䝤穚乭⭣穸䅑摁栲䅳,71,56,0,48,5,0,1,10,0,1,2,1,10,1,5,65,2,0,2,1,10,16,0,1,11,nnid
睌獴穳娷桕㡊䅑坁䩅䅅,72,73,1,42,5,0,7,2,28,1,2,1,10,1,5,81,2,0,2,1,10,20,3,1,11,nnid
䐸堲䑫䈰䅹牥䅧䱁䉅䵒,74,77,0,14,5,6,5,10,12,23,3,1,10,1,5,122,3,11,3,1,18,16,2,1,10,nnid
䴴婙穰乭䵘敒䅧汁䙇䵹,71,115,1,1,5,0,1,10,0,1,2,1,10,1,5,65,1,11,3,0,2,14,3,1,10,nnid
㑳㡓穉㙎桐栫䅷䩁祗䴰,75,48,1,43,4,6,7,10,0,23,3,20,11,6,5,68,2,11,3,1,10,16,0,1,10,nnid
穯㥋睃睑瑗物䅑㕁䈲䅇,72,73,1,58,5,0,8,10,8,1,2,1,10,1,5,65,2,0,2,0,2,26,3,1,11,nnid
䭑琰⽬偑扭偄䅑㡁硇䅈,71,56,1,13,5,0,7,10,21,1,2,12,11,1,5,65,2,0,2,0,18,17,3,1,12,nnid
娶㕲椷扵剧空䅧摁硇䅌,67,52,1,1,5,0,1,10,0,1,2,1,10,1,5,119,1,0,2,0,2,14,4,1,10,nnid
䬹ぬ穣娷畑㙙䅧流䩅䅏,71,107,0,48,4,0,7,2,28,1,2,1,10,1,5,65,2,0,2,0,2,27,2,1,10,nnid
搰㝷䅋嘰䉆呈䅁ㅁ䩫䅴,71,107,1,46,5,0,7,2,28,1,2,6,10,1,5,103,2,0,2,1,18,16,2,1,12,nnid
㍳氹欴䡰偅つ䅧䅁䉂䄳,71,69,1,44,5,0,8,10,4,1,2,6,10,1,5,103,2,0,2,0,2,26,3,1,12,nnid
卂䡹祍䅥㥏礱䅷㥁硭䄰,72,73,1,50,4,0,7,2,28,1,2,1,10,1,5,81,2,0,2,1,18,16,2,1,11,nnid
㥁㕭硫㉂楳慄䅧䅁硅䅫,71,69,1,53,5,0,8,10,21,1,2,22,11,8,5,103,2,0,2,1,18,16,2,1,12,nnid
⽚啰㕏割䍭㡒䅧䅁䉅䅴,71,69,1,48,5,0,7,2,28,1,2,6,10,1,5,103,2,0,2,1,18,16,2,1,12,nnid
䥴偰䑅䈰收癏䅧䅁䉗䅃,71,56,1,53,5,0,7,10,21,1,2,6,2,39,5,103,2,0,2,0,10,14,4,1,12,nnid
味塐杨敱䜳丸䅷煁ㅇ䅂,71,119,0,52,4,0,7,10,2,1,2,11,11,8,5,81,2,0,2,1,10,21,2,1,11,nnid
氹䱕兑ㅄ牶偧䅑扁砱䅴,71,69,1,43,5,0,7,10,21,1,2,1,10,1,5,65,2,0,2,1,18,16,2,1,11,nnid
煶䵯兑ㅄ⽨〲䅁祁剫䅉,69,99,1,10,5,0,1,10,0,1,2,1,10,1,5,81,2,0,2,1,18,18,3,1,11,nnid
䈸佮畬湣噵畨䅑䅁䉕䅎,71,69,1,40,5,0,1,10,0,1,2,6,10,1,5,81,2,0,2,1,10,20,3,1,12,nnid
桬䍺䐰䈰⽹䩆䅧慁䉅䅹,71,107,1,48,4,0,7,2,28,1,2,1,10,1,5,119,2,0,2,1,18,16,2,1,10,nnid
卹歨稴㙎剐畕䅧䝁久䅔,71,85,0,53,5,0,1,10,0,1,2,1,10,1,5,81,2,0,2,0,2,14,4,1,10,nnid
㘵っ楢扵坵⼹䅁流穕䵂,79,77,0,53,5,6,7,2,26,23,3,1,10,1,5,122,2,11,3,0,2,27,2,1,10,nnid
㡆䵑䄫晍倰㝭䅁祁䨲䅳,71,69,1,39,5,0,3,10,0,1,2,1,10,1,5,81,1,0,2,1,2,25,2,1,10,nnid
坓猹䱱娷危汘䅧䅁剂䅅,72,85,1,44,5,0,1,10,0,1,2,6,10,1,5,65,2,0,2,0,2,25,2,1,12,nnid
䑙煇摈䙭止煉䅷䅁硖䅫,71,107,1,44,5,0,8,10,8,1,2,12,11,1,5,103,2,0,2,0,2,13,1,1,12,nnid
䉬愱礳椷牮呚䅑⭁瑇䵘,73,99,1,38,5,6,9,2,24,23,3,1,10,1,5,106,2,11,3,1,26,24,2,1,11,nnid
呹夫允ㅄ瑶奨䅷䅁䉕䵖,70,107,1,1,5,0,1,10,0,1,2,1,10,1,5,65,1,11,3,1,18,16,2,1,11,nnid
佳䕹䑕䈰朳䔯䅁扁湭䵧,80,119,1,38,5,7,23,11,0,1,2,23,9,13,5,122,1,11,3,1,10,14,1,0,10,nnid
牓䅨档楆㡑䑈䅷瑁䉅䄱,71,52,1,51,5,0,7,10,10,1,2,26,11,7,5,119,2,0,2,0,2,14,4,1,12,nnid
䉐扉楆漹䑺敵䅁⭁偆䵕,76,56,1,48,5,6,12,10,21,23,3,4,10,13,5,68,4,11,3,0,2,29,3,1,10,nnid
⭬⽈䑫楓剰䵦䅧䉁⭇䵩,76,111,0,50,5,6,8,10,17,1,2,1,10,1,5,68,4,11,3,0,2,14,4,1,11,nnid
敥婑䅵晍䘰乧䅷允氲䅳,71,56,1,40,5,0,1,10,0,1,2,1,10,1,5,65,2,0,2,0,26,24,2,1,10,nnid
奲㙙卪䱶千䑮䅷呁汬䅎,72,85,1,40,5,0,7,2,24,1,2,12,11,7,5,65,2,0,2,0,2,14,4,1,12,nnid
硤煅䐰楓䭯㕇䅑䅁䉅䅵,71,56,0,41,5,0,7,10,10,1,2,16,9,1,5,103,2,0,2,0,10,20,2,1,11,nnid
ㅵ⭓奢䉷噦䝎䅷牁氱䅄,72,73,1,40,5,0,8,10,8,1,2,25,11,7,5,81,2,0,2,1,26,25,2,1,12,nnid
ㅳ〯穉㙎⽁慹䅑歁婬䵤,72,65,1,1,5,0,5,10,2,1,2,6,10,1,5,65,1,11,3,0,26,25,4,1,12,nnid
㥈桤䅏晍到⭮䅷慁框䅫,71,107,1,46,5,0,7,2,28,1,2,1,10,1,5,81,2,0,2,1,10,14,2,1,11,nnid
然㡱楲扵䝨㕘䅁噁㕭䅗,71,107,0,48,4,0,7,2,28,1,2,1,10,1,5,119,2,0,2,1,18,16,2,1,11,nnid
⭲䑎䑫䈰稳噁䅧硁㘲䴵,77,103,0,53,4,6,5,2,24,23,3,1,10,7,5,68,3,11,3,1,18,18,0,1,10,nnid
灦伷楬漹㤫敦䅁䅁框䅎,71,56,0,58,5,0,8,10,8,1,2,25,11,3,5,103,2,0,2,1,18,16,2,2,10,nnid
㡭癩祈椷畬䑍䅑硁桭䵌,70,119,1,6,5,6,16,10,27,23,3,1,10,1,5,122,3,11,3,1,26,29,2,1,11,nnid
㜷䙢穙橧煙奖䅷祁䩓䅪,71,119,1,57,5,0,7,10,2,1,2,6,10,1,5,81,2,0,2,1,18,16,2,1,12,nnid
噌浹楌扵䱴刱䅷䅁剆䅎,69,69,1,2,5,0,1,10,0,1,2,1,10,1,5,119,2,0,2,1,18,16,2,1,11,nnid
䝰䙁稸娷䭑䅦䅁䑁䨲䅴,71,69,0,48,5,0,7,10,27,1,2,8,11,1,5,65,2,0,2,1,18,16,2,1,11,nnid
敳嘲杂敱䌵楦䅁䱁灂䵘,73,85,1,38,5,6,10,10,6,23,3,7,10,6,1,106,2,11,3,1,10,19,1,1,12,nnid
⬶眳楲扵捪佑䅁楁摆䅋,71,56,1,43,5,0,7,10,2,1,2,1,10,1,5,103,2,0,2,0,2,14,4,1,10,nnid
灪敃䕆敕呚婁䅁㕁摫䅨,71,119,1,52,4,0,1,10,0,1,2,6,10,1,5,81,2,0,2,1,18,16,2,1,12,nnid
㜶婧穬睮礯穔䅁硁䙫䴫,80,119,1,20,5,6,1,10,0,1,2,6,10,1,5,84,3,11,3,1,10,16,0,1,12,nnid
䵃䉴㜳摍異湙䅑䅁䉅䅴,71,69,1,42,5,0,7,10,10,1,2,1,10,1,5,103,2,0,2,1,18,16,2,1,12,nnid
䥧摕⬫楹摓海䅷灁䩫䅨,72,77,1,54,5,0,7,2,26,1,2,6,10,1,5,65,2,0,2,0,2,14,4,1,12,nnid
䝚䥩慃䩄潃睱䅁桁䙇䅓,72,107,1,53,5,0,1,10,0,1,2,6,10,1,5,81,2,0,2,0,10,21,3,1,12,nnid
橓愶呱㑁捗嘱䅧牁摆䅃,72,73,1,53,5,0,7,10,8,1,2,1,10,1,5,81,2,0,2,0,2,12,3,1,10,nnid
祹剁根㥲瑸扁䅧楁䜲䵂,70,65,1,20,5,6,1,10,0,1,2,1,10,1,5,106,3,11,3,1,26,28,3,1,10,nnid
㡃䍚䑕䈰⭺契䅁摁䩆䅅,71,85,1,50,4,0,7,10,21,1,2,12,11,1,5,81,2,0,2,0,26,26,2,1,11,nnid
祦浤積娷楔晶䅷䅁䉅䵃,69,115,1,16,5,6,1,10,0,1,2,1,10,1,5,84,2,11,3,1,18,16,2,1,11,nnid
煂愫楲㝋煎塦䅷婁摖䩱,109,115,1,50,5,0,7,2,28,1,2,22,11,7,5,119,2,0,2,1,18,18,3,1,11,nnid
洶捣祘椷䍳汄䅑䉁噬䅵,71,69,1,47,5,0,7,10,2,1,2,1,10,1,5,65,2,0,2,0,10,14,4,1,11,nnid
啅⬰祮椷㡲浘䅷䅁硗䅋,71,85,0,53,5,0,1,10,0,1,2,1,10,1,5,103,2,0,2,0,2,14,3,1,11,nnid
䡑䝌余瑔䵷呸䅷䅁䉁䵋,69,52,1,20,5,6,1,10,0,1,2,1,10,1,5,106,3,11,3,1,18,16,2,1,12,nnid
吰⽥㑯婴椫婁䅧㑁砱䴯,73,89,1,1,5,0,1,10,0,1,2,1,10,1,5,65,1,11,3,1,2,25,3,1,12,nnid
㔵䭓楲扵噪灢䅷㥁栰䅑,71,69,1,44,5,0,3,2,26,1,2,1,10,1,5,119,2,0,2,0,18,19,3,1,10,nnid
噬唹㉪䰲煍灩䅁䥁桭䅔,71,103,1,52,5,0,7,2,28,1,2,1,10,1,5,81,2,0,2,0,10,14,4,1,12,nnid
瑣啒䑅楓䝵穖䅷慁瑖䅱,71,85,0,58,5,0,1,10,0,1,2,1,10,1,5,119,2,0,2,1,10,20,3,1,11,nnid
潒捒䑅䈰瑹ㄷ䅷ぁ汬䅩,72,73,1,50,4,0,1,10,0,1,2,1,10,1,5,81,2,0,2,1,2,14,2,1,11,nnid
楊灬稴㙎穐⽐䅁㥁䝫䵉,71,77,1,1,5,0,1,10,0,1,2,1,10,1,5,84,1,11,3,1,18,16,2,1,11,nnid
䍥㡆䑕楓橰歸䅷穁䉆䄰,71,103,0,1,5,0,7,2,26,1,2,1,10,1,5,81,1,0,2,1,2,29,0,1,11,nnid
条䥚㙹佋晳坒䅁歁汬䵯,74,77,1,1,5,0,5,10,2,1,2,6,10,1,5,122,1,11,3,0,10,18,3,1,12,nnid
䡰搵祘椷兮䍐䅁ㅁ䙫䅂,71,69,1,54,5,0,7,2,26,1,2,1,10,1,5,103,2,0,2,0,18,17,3,1,11,nnid
洵煮升砱晭䭧䅑㝁乫䅹,72,85,1,53,4,0,7,10,4,1,2,26,11,8,5,103,2,0,2,1,18,21,2,1,11,nnid
Albert E.,64,64,0,43,0,4,3,2,12,4,0,6,5,23,0,31,4,0,0,0,2,20,4,0,10,celebrity
Beyonce,82,40,1,30,0,4,3,3,11,3,1,10,3,13,0,14,6,0,4,0,2,20,4,0,9,celebrity
Bieber,98,47,0,17,0,1,4,3,13,19,0,11,6,0,3,81,7,11,0,0,2,20,4,0,10,celebrity
Bob Ross,95,19,0,54,0,2,3,3,10,5,1,7,4,33,0,54,6,0,1,1,8,26,4,0,4,celebrity
Bob Ross,64,64,0,17,0,4,4,2,12,0,6,1,4,22,0,54,6,0,0,0,2,20,4,0,0,celebrity
Brad Pitt,95,110,0,37,1,2,3,3,11,1,0,6,3,15,4,108,6,10,0,0,2,20,4,0,11,celebrity
Chappell,33,48,1,20,2,4,4,2,12,1,1,3,2,4,1,7,2,0,0,0,2,20,4,0,7,celebrity
Chef,127,44,0,2,4,4,4,2,12,0,7,5,4,23,0,43,7,0,0,0,2,20,4,0,10,celebrity
Christina,30,6,1,42,2,3,4,2,11,3,6,3,1,27,4,101,7,0,0,0,2,20,4,0,0,celebrity
DanTDM,88,0,0,36,4,3,3,3,12,2,1,11,3,26,0,107,0,8,0,0,2,20,4,0,5,celebrity
Don Pollo,64,64,0,15,2,4,4,2,12,7,0,6,4,23,0,34,0,3,4,0,2,20,4,0,10,celebrity
Elvis,95,103,0,37,0,2,3,3,10,0,0,6,3,23,4,67,0,0,0,0,2,20,4,0,11,celebrity
Failboat,96,55,0,32,4,3,4,3,12,6,6,13,4,33,0,107,7,2,0,0,2,20,4,1,2,celebrity
Frida K.,93,64,1,4,0,3,3,2,13,19,0,1,4,15,0,29,1,0,2,1,8,8,4,0,7,celebrity
Gary Bale,98,58,0,15,4,3,4,2,13,6,5,2,5,8,0,18,5,8,0,0,2,20,4,0,10,celebrity
Guy Fieri,107,127,0,56,4,3,3,3,12,20,0,6,4,34,0,49,4,5,1,0,2,20,4,8,11,celebrity
JackieChan,61,67,0,14,0,2,2,3,12,1,0,7,5,21,0,5,0,4,1,0,2,20,4,0,10,celebrity
Jack Black,105,81,0,49,2,2,3,4,13,20,1,16,3,1,3,85,1,7,1,0,13,20,2,0,0,celebrity
Jack Black,83,127,0,49,2,1,4,4,12,9,0,16,2,15,4,83,1,10,0,0,2,20,4,0,6,celebrity
Jerma,45,35,0,31,0,4,5,2,12,1,1,6,4,17,0,22,1,8,3,0,2,20,4,0,0,celebrity
John W.,105,64,0,15,0,3,4,2,12,12,0,9,5,23,0,66,0,0,3,0,2,20,4,0,11,celebrity
Jordan,115,127,0,48,0,3,3,3,10,0,0,16,4,29,4,30,1,6,4,0,2,20,4,0,0,celebrity
Judge Judy,95,67,1,51,2,3,3,2,12,15,1,3,4,7,2,121,6,0,1,0,2,20,4,2,11,celebrity
Key,127,64,0,6,2,4,4,2,12,19,0,6,4,22,0,30,1,8,2,0,2,20,4,0,5,celebrity
Lady Gaga,75,54,1,10,0,7,7,2,1,5,7,6,4,1,2,20,7,0,3,0,2,20,4,7,10,celebrity
Mario M.,80,127,0,3,4,4,4,2,12,7,1,10,8,22,0,47,1,0,0,0,2,20,4,0,0,celebrity
Markiplier,95,41,0,31,1,4,4,2,11,12,0,6,5,22,0,5,0,6,1,0,2,20,4,1,0,celebrity
Matt,64,64,0,44,0,3,3,4,13,9,0,3,5,8,0,30,1,4,4,0,2,20,4,0,1,celebrity
Michael,88,43,0,15,2,3,4,3,10,1,0,1,4,23,4,117,0,1,1,0,2,20,4,0,0,celebrity
Miku,51,45,1,59,5,4,3,2,12,0,4,1,3,19,0,78,4,0,0,0,2,20,4,0,3,celebrity
Miley,100,62,1,58,5,3,4,2,12,19,5,16,2,29,0,81,7,10,0,0,2,20,4,0,10,celebrity
MJ,27,6,0,7,0,3,5,3,13,19,0,11,3,1,1,27,0,4,0,0,2,20,4,8,11,celebrity
Mr Beast,85,64,0,15,3,3,4,2,12,12,1,1,5,22,4,55,1,0,0,0,2,20,4,0,11,celebrity
Obama,95,103,0,37,0,2,3,3,11,1,0,6,4,22,4,45,0,0,4,0,2,20,4,0,11,celebrity
Peele,114,94,0,37,2,3,3,2,12,9,0,16,4,24,4,45,0,2,2,0,2,20,4,1,8,celebrity
Peely,127,64,0,18,0,6,3,4,9,23,1,2,4,22,0,59,7,6,1,0,2,20,4,0,2,celebrity
Peter G.,109,127,0,31,1,4,4,0,7,13,1,5,5,15,0,51,2,3,3,1,6,19,7,3,10,celebrity
RDJ,86,115,0,15,1,3,4,3,11,1,1,6,5,15,4,43,1,4,0,0,2,20,4,0,11,celebrity
Rick,83,52,0,2,2,3,4,3,12,0,3,9,3,21,4,68,3,4,0,0,2,20,4,0,9,celebrity
